股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA25,MA25距离,MA25_1日斜率,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,最近25日曾涨停,25日内涨停次数,最近涨停日期,涨停板规则,涨停核验交易日数,25日最大单日涨幅,有效突破阶段,有效突破观察资格,有效突破确认,整理交易日数,整理超过一周,平台上沿,突破日期,突破放量比,回踩缩量比,回踩守位,重新缓慢走强,N型走势,有效突破原因,20日方向证据,MA25上方证据,短波动非极端证据,10日不过热证据,10日非急跌证据,短沿附近辅助,阶段1分,阶段1通过,收盘价高于MA25,MA25向上,阶段1风险提示,阶段1规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
002107,沃华医药,7.24,0.055393586005830775,0.05232558139534893,0.0584795321637428,0.18688524590163946,0.23549488054607504,0.26573426573426584,0.14195583596214512,0.13271604938271594,-0.025572005383580065,0.12405446293494696,1.0698208370972597,19863205.0,30724704.1,0.6464897085859974,0.030726998851485526,0.04978368285543771,0.617210240164651,True,0.006810778797749606,0.003339625381152622,True,3,2,部分收敛/待确认,-0.1298076923076923,0.6338983050847458,0.054471307893970033,6.749199999999999,0.07271972974574781,0.004883568578404773,0.017904374364191344,0.030558397501480927,0.010092817878706084,0.03576537911301858,6.48,6.48,0.1172839506172838,0.1172839506172838,True,2,2026-09-01,沪深主板10%,17,10.045662100456632,BREAKOUT_AWAIT_RETEST,False,False,5,False,6.99,2026-09-21,1.6373212082070578,,False,False,True,首次放量突破，仅观察，等待缩量回踩确认,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002138,顺络电子,53.37,0.016184310738766028,0.07190198835107453,0.09051900286064574,0.11980696600923202,0.18101349856162874,-0.28592453839978593,0.5614394382679928,0.11665309446254081,-0.026982680036463202,0.15320018157058557,0.7614422728917849,29761319.4,27640650.5,1.076722828936316,0.0375014268381766,0.03606816531255636,1.0397375778113471,False,0.044757867275395435,0.03454950361104747,True,3,2,部分收敛/待确认,-0.33053186151530356,0.46399511798209925,0.10006080530964345,48.6264,0.09755194709046933,0.0004773348256905674,0.008995769928033637,-0.05846489802487287,0.04195373070435715,0.028720123361603678,49.12,45.5,0.08652280130293155,0.17296703296703297,True,1,2026-09-07,沪深主板10%,17,10.002247696111466,RETEST_STABILIZING,True,False,3,False,51.45,2026-09-18,1.3015684070541635,0.9731795991249852,True,True,False,突破后处于1-3日确认窗，回踩守位/缩量/重新走强尚未全部成立,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002194,武汉凡谷,11.18,0.016363636363636358,0.009936766034327027,0.11022840119165833,0.1258811681772407,0.34375,0.16579770594369125,0.07293666026871404,0.053470919324577884,-0.06443514644351456,0.21938775510204064,0.2437279113399366,49430415.2,52113771.4,0.9485096524793062,0.10041728735892151,0.09028014350328288,1.1122854202737285,True,-0.007770148174918834,0.026833131463709803,True,3,3,收敛较充分,-0.34273956496178726,0.3669923995656894,0.05801078830320816,10.4528,0.06956987601408238,0.0023782125047948632,0.01754385964912264,-0.01267713194739073,-0.01602042469166287,-0.0044523597506679335,10.66,10.38,0.04878048780487809,0.07707129094412313,True,1,2026-09-08,沪深主板10%,17,10.029791459781535,READY_FOR_BREAKOUT,False,False,5,False,11.21,,,,False,False,False,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002201,九鼎新材,10.85,0.019736842105263053,-0.03297682709447425,0.19889502762430933,0.35964912280701733,0.4220183486238531,0.005560704355885182,-0.05570060922541342,0.12254901960784315,-0.09583333333333333,0.45454545454545453,0.26960784313725494,77747477.2,69043819.1,1.1260599169260035,0.1330766969995951,0.10226330028452674,1.301314319304544,False,-0.009310986964618184,0.036664341934840916,True,3,2,部分收敛/待确认,-0.3553178847296494,0.4211035818005809,0.1350559681975103,9.2724,0.17013933825115402,0.010153390273662133,0.04462582958272954,-0.03401786536513485,-0.03145584908554122,-0.05240174672489084,10.2,8.9,0.06372549019607843,0.2191011235955056,True,1,2026-09-02,沪深主板10%,17,10.023866348448696,READY_FOR_BREAKOUT,False,False,4,False,10.85,,,,False,False,False,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002265,建设工业,20.44,0.013386217154189417,-0.008729388942773975,-0.017307692307692246,0.13178294573643434,0.03180212014134298,0.20023487962419262,-0.16910569105691053,0.08548305513404154,-0.09876543209876532,0.201271186440678,0.4247158107712379,17861789.0,31308653.9,0.5705064502948816,0.018141528514285826,0.02993588309575467,0.6060128059779386,True,-0.031246995481203688,-0.011241307040106507,False,3,2,部分收敛/待确认,-0.499265066144047,0.18316633266533072,0.010430569973800097,19.895599999999998,0.027362833993445967,0.0006035124424148552,0.0066140460122183775,0.02033565980716623,-0.02030666380695323,-0.047530288909599205,19.77,19.77,0.03388973191704614,0.03388973191704614,True,1,2026-09-02,沪深主板10%,17,10.005130836326327,READY_FOR_BREAKOUT,False,False,5,False,20.63,,,,False,False,False,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002297,博云新材,22.68,0.029505220154334877,-0.00613496932515345,0.08829174664107486,0.2989690721649483,0.3079584775086506,-0.21167883211678828,1.0693430656934306,0.09492481203007516,-0.05853051058530512,0.349579831932773,0.2715397267206478,90691411.0,139042979.9,0.6522545119877713,0.16206634575515583,0.2407154370830722,0.6732694326505776,True,-0.015504562771329944,0.010547667342799327,False,3,2,部分收敛/待确认,-0.36824512534818943,0.5273507329281373,0.08870967741935476,20.2512,0.11993363356245546,0.005461442217941537,0.03316273957546212,-0.05248730648226019,0.07964620740512074,-0.026609442060085864,21.28,20.31,0.0657894736842104,0.11669128508124071,True,2,2026-09-03,沪深主板10%,17,10.011001100110018,READY_FOR_BREAKOUT,False,False,5,False,22.98,,,,False,False,False,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002349,精华制药,8.71,0.09974747474747492,0.009269988412514474,0.13856209150326793,0.2790014684287814,0.2980625931445604,0.36093750000000013,0.19972451790633627,0.11666666666666681,-0.05939524838012944,0.24295302013422812,0.4802025782688773,81565885.6,91269809.1,0.8936787137423737,0.09910991243729826,0.09891763725106373,1.0019437907291144,True,-0.011850060459491996,0.01825039542523421,False,3,2,部分收敛/待确认,-0.05939524838012944,0.831804281345566,0.08922653660976687,7.7988,0.11683848797250862,0.008222153273347743,0.031224800645103468,0.04858487116355037,0.015962967823524465,0.01871345029239757,7.8,7.46,0.1166666666666667,0.16756032171581792,True,4,2026-09-09,沪深主板10%,17,10.065359477124169,INELIGIBLE,False,False,0,False,,,,,False,False,True,未形成合格的短周期缩量平台或呈N型走势,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002377,国创高新,3.13,0.0032051282051281937,-0.018808777429467072,0.14233576642335755,0.16356877323420083,0.25702811244979906,0.2420634920634921,-0.08479532163742687,0.0990099009900991,-0.10571428571428576,0.28205128205128205,0.35103510351035133,99515698.8,78171456.5,1.273043937719134,0.12614246661721362,0.07919442996503825,1.592819932827364,False,-0.02605459057071957,0.03852486005926892,False,3,1,结构未成熟,-0.19948849104859345,0.49350649350649334,0.055115455924490186,2.9132,0.0744198819167925,0.005522573519259888,0.030940150519651155,0.030669492581972158,-0.03147341605719456,-0.04863221884498481,3.03,2.74,0.03300330033003296,0.14233576642335755,True,1,2026-09-09,沪深主板10%,17,10.139860139860147,READY_FOR_BREAKOUT,False,False,5,False,3.29,,,,False,False,False,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002396,星网锐捷,37.74,-0.029820051413881665,0.08385985066053991,-0.010487676979548999,0.17643391521197027,0.20575079872204483,1.1652323580034425,0.8955298844801609,0.160069848661234,-0.10035756853396904,0.27082702211451093,0.5910409065220729,104409091.0,101109679.4,1.0326320053587272,0.14271184571541934,0.1402980801992537,1.0172045512863581,False,0.05258174121316772,0.00010885242332703271,True,3,2,部分收敛/待确认,-0.10035756853396904,0.8320702034303948,0.02910900538550698,35.6436,0.05881560785105888,0.004316660279962914,0.045352671056170246,0.10455775087581332,0.10276855160081455,-0.046969696969696995,34.36,33.01,0.09837019790454016,0.14328991214783415,True,4,2026-08-31,沪深主板10%,17,10.016583747927044,RETEST_STABILIZING,True,False,3,False,35.93,2026-09-16,1.9505199039535621,0.7509530344301685,True,False,False,突破后处于1-3日确认窗，回踩守位/缩量/重新走强尚未全部成立,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002418,康盛股份,4.74,0.014989293361884481,0.025974025974025983,-0.11069418386491559,0.2880434782608696,0.3941176470588237,0.22480620155038755,-0.016597510373444035,0.08636363636363634,-0.2280130293159608,0.34649122807017546,0.24925201380897574,95764395.2,268201803.7,0.35706096632787115,0.0885128405491024,0.2525556862802612,0.350468610914108,True,-0.012319456244689886,-0.04265873015873012,False,3,2,部分收敛/待确认,-0.3342696629213483,0.4413145539906104,-0.048574869530309095,4.7219999999999995,0.003811944091486774,0.005793644031694578,0.03489771359807481,0.02013984842775174,0.009203616479887433,-0.002105263157894721,4.4,4.4,0.07727272727272716,0.07727272727272716,True,4,2026-08-31,沪深主板10%,17,10.123456790123452,INELIGIBLE,False,False,5,False,4.77,,,,False,False,True,未形成合格的短周期缩量平台或呈N型走势,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002536,飞龙股份,53.82,0.003355704697986628,0.009945580784387342,-0.061879030852361794,0.10286885245901645,0.07704622773664194,0.2053751399776036,0.8539441956596623,0.10162916989914653,-0.1586681256839143,0.2594999015554243,0.391634714656878,44066232.6,65757370.6,0.6701337385896023,0.07573709722307542,0.12550685330527164,0.6034498932011249,True,0.0019024171888988306,-0.0317530908120609,False,3,2,部分收敛/待确认,-0.1586681256839143,0.7688453655203827,-0.018903695061705972,52.93599999999999,0.016699410609037457,0.005860043019252137,0.05401344676180031,0.028856169589819736,0.08645593725061196,-0.029745808545159513,51.56,50.79,0.04383242823894484,0.059657412876550575,True,3,2026-09-02,沪深主板10%,17,10.00189429816254,INELIGIBLE,False,False,0,False,,,,,False,False,False,未形成合格的短周期缩量平台或呈N型走势,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002564,天沃科技,4.95,0.0122699386503069,-0.025590551181102317,-0.08671586715867152,0.15654205607476634,0.16470588235294126,0.15116279069767447,-0.1885245901639343,0.07547169811320763,-0.14211438474870008,0.29082774049217,0.25950653120464473,21162480.4,42276784.6,0.5005697713349752,0.024315597437501724,0.050585574281762864,0.48068244322112985,True,-0.03575638506876233,-0.0031347962382448635,False,3,2,部分收敛/待确认,-0.4969512195121951,0.17258883248730963,0.017158121853488195,4.7712,0.03747484909456733,0.0032803431743628764,0.015842432027402875,0.019345854190974565,-0.05937925907570307,-0.03508771929824561,4.77,4.77,0.03773584905660399,0.03773584905660399,True,2,2026-09-07,沪深主板10%,17,10.044642857142838,READY_FOR_BREAKOUT,False,False,5,False,4.99,,,,False,False,False,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002638,勤上股份,4.31,0.01650943396226401,0.061576354679802936,0.014117647058823346,0.031100478468899517,0.23495702005730634,0.07213930348258701,0.0,0.09319899244332484,-0.10580912863070557,0.20500000000000007,0.45462923143085276,25072059.2,42550029.1,0.5892371810387316,0.0191165862051266,0.033080444526625626,0.5778817811755866,True,0.021484375,-0.001428911645629971,True,3,3,收敛较充分,-0.16634429400386852,0.6961130742049468,-0.007255556835195298,4.255199999999999,0.01287836059409675,0.007672634271099765,0.02019041365725527,0.01011535812672193,0.017397184483924466,0.014117647058823346,3.97,3.97,0.08564231738035244,0.08564231738035244,True,2,2026-08-21,沪深主板10%,6,10.133333333333328,RETEST_STABILIZING,False,False,5,False,4.17,2026-09-17,1.2106302068660566,0.703013208600482,True,True,True,突破后处于1-3日确认窗，回踩守位/缩量/重新走强尚未全部成立,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002708,光洋股份,17.25,0.012918379330592922,0.02131438721136769,0.02678571428571419,0.5,0.7857142857142856,0.36363636363636354,0.44957983193277307,0.08256315465187923,-0.01821286283437684,0.3584456780333069,0.23033658853101704,34475027.4,57096182.5,0.6038061721552049,0.06963941449005259,0.11621405047230657,0.5992340358763025,True,0.02212014988516864,0.023848936300655987,True,3,3,收敛较充分,-0.01821286283437684,0.9642857142857143,0.1400812927530486,14.348400000000002,0.20222463828719572,0.014480047512655858,0.08325954476795672,0.035956666526156145,0.03510404109230025,-0.006908462867012188,16.23,15.65,0.06284658040665425,0.10223642172523961,True,3,2026-09-07,沪深主板10%,17,10.028248587570632,EFFECTIVE_BREAKOUT_CONFIRMED,True,True,5,False,16.88,2026-09-17,1.4448015230025222,0.7141295573255307,True,True,False,放量突破后缩量回踩守位，价格重新缓慢走强,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002837,英维克,62.23,-0.01659292035398241,0.036993834360939726,-0.034744842562432154,0.13662100456620996,0.015834149526607888,-0.18865710560625826,-0.09706906558328499,0.07717041800643078,-0.11880487114131988,0.203476482617587,0.37925964226276015,34747954.6,53236415.0,0.6527102660838451,0.0306827609486188,0.05222444345900578,0.587517241283837,True,0.018516688082764965,-0.015356098496348558,False,3,2,部分收敛/待确认,-0.3342248849898364,0.3443861490031479,-0.017027863777089758,61.5248,0.011462044573895325,0.0023068201071303474,0.024370476265520136,-0.04265780351620074,-0.03143218665373748,-0.01705891644290014,59.09,58.68,0.0531392790658316,0.06049761417859578,True,1,2026-08-25,沪深主板10%,17,10.009132420091316,RETEST_STABILIZING,True,False,5,False,62.22,2026-09-18,1.270963529336355,0.8276754400391679,True,False,False,突破后处于1-3日确认窗，回踩守位/缩量/重新走强尚未全部成立,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
002886,沃特股份,26.95,0.02083333333333326,0.06353591160220984,0.016214177978883804,0.31591796875,0.49307479224376727,0.020060560181680342,0.31335282651072127,0.11480000000000004,-0.1261348897535668,0.29308176100628924,0.39169957081545087,38514880.8,53177349.9,0.7242722864608189,0.18828394245895516,0.2656457196234674,0.7087783786835841,True,0.022952329776617653,0.0004987148501938155,True,3,3,收敛较充分,-0.22446043165467633,0.5948051948051948,0.03337870741386895,24.8988,0.08238148023197889,0.009978582554517335,0.05489155783582089,-0.03185452762576346,0.026543269043029394,-0.0062684365781711104,25.0,23.85,0.07800000000000007,0.12997903563941282,True,5,2026-09-02,沪深主板10%,17,10.000000000000009,READY_FOR_BREAKOUT,False,False,4,False,27.08,,,,False,False,False,紧凑缩量平台形成，尚未出现放量突破,2,2,1,1,1,1,8,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,1,True,,,232,4,入选：满足一级粗筛资格条件；本阶段不设置数量下限或上限
